pref,district,pop,year,notmp,cluster,1s,2s,3s,4s,5s,6s,7s,8s,9s,sum,1r,2r,3r,4r,5r,6r,7r,8r,9r
埼玉,日高市,"54,571",2024,0,0,5,3,4,3,4,5,7,2,2,35,「拠点集約型（コンパクトな）都市構造」の構築(p.35)を掲げ、将来都市構造図(p.40)で都市機能集積拠点や生活機能集積拠点、各種ゾーンを図示しているものの、法定の居住誘導区域・都市機能誘導区域の指定や人口密度などの具体的な数値目標は記載されていない。,「利用しやすい公共交通・公共公益施設の確保」(p.50)として鉄道の複線化やバス路線の見直しを掲げているが、具体的な運行頻度等のサービス水準目標はなく、関係機関への「要請」が中心で、公共交通沿線への居住誘導策も具体性に欠ける。,「ウォーキングルートの整備」や「安全・快適なサイクリングルートを検討します」(p.57)との記述はあるが、具体的なネットワーク計画図は示されておらず、健康指標との連動性に関する記述もない。,「まちづくりと福祉施策の連携」(p.77)として高齢者や子育て支援施設の充実を掲げているが、「高齢者徒歩圏内」といった具体的な基準や、施設の計画的な配置基準についての言及はない。,「災害に備えたまちづくり」(p.74)として「ハザードマップの活用」(p.75)を掲げているが、防災意識の啓発が中心であり、危険区域における具体的な土地利用規制（開発抑制等）との連動に関する記述は見られない。,「防犯に配慮したまちづくり」(p.76)として防犯灯設置などが挙げられているが、空き家対策については「地域と連携しながら対策を検討します」(p.96)との記述にとどまり、具体的な制度設計には至っていない。,「圏央道を生かした企業誘致の推進」(p.48)を掲げ、「産業・工業系ゾーン」(p.30)を図示している。進行管理指標として「民営事業所数」や「新規産業用地の面積」(p.141)の数値目標が設定されている点を評価するが、商業に関する経済指標はない。,「長期的な行財政運営の観点による計画的なまちづくりの推進」(p.141)として既存ストックの有効活用に言及しているが、インフラ維持管理コストの削減目標やコンパクト化による具体的な財政効果、公共施設再編計画との連携は示されていない。,「低炭素都市づくりへの取組」(p.69)として自動車利用抑制や省エネ対策を掲げているが、CO2排出量の具体的な削減目標や再生可能エネルギーの導入目標などは記載されていない。
埼玉,吉川市,"71,979",2022,0,2,4,5,5,4,7,6,5,6,5,47,P.42「多様な都市機能が充実したコンパクトな市街地の形成」という方針はあるものの、居住誘導区域等の具体的な区域指定や人口密度目標はないため。,P.57「高速鉄道東京８号線の延伸」への要望や、P.33「吉川美南駅から市役所方面までの区間」のバス路線新設の課題は挙げられているが、運行頻度等のサービス水準目標は記載されていないため。,P.2「健幸で持続可能な都市づくり」という理念や、P.56「徒歩や自転車で回遊できるネットワークの形成」という方針はあるが、具体的なネットワーク計画図や健康指標との連動目標がないため。,P.43で医療・福祉・子育て支援施設の集積を図る方針はあるものの、高齢者の徒歩圏や子育て施設の配置基準といった具体的な計画手法についての記述がないため。,P.38の洪水ハザードマップが明示され、P.67「洪水時の復興まちづくり」で土地利用のあり方にも触れているが、危険区域における開発抑制や移転促進といった強い土地利用規制までの言及はないため。,P.60で空家等対策計画に基づく利活用、P.62で「ゾーン30」等による交通安全対策、防犯灯の設置に言及しており方針は明確だが、具体的な数値目標が不足しているため。,P.45の将来都市構想図で商業・工業等の誘導エリアは図示されているものの、売上高や従業者数といった具体的な経済指標の目標設定がないため。,P.104で「既存ストックの有効活用などにより、事業費の縮減に努めます。」とし、P.60で公共施設跡地の活用検討にも言及しているが、具体的なコスト削減目標や財政効果の分析は示されていないため。,P.35で「2050年カーボンニュートラル 脱炭素社会の実現」に向けた取組みの必要性が述べられているが、具体的なCO2排出量削減目標や再生可能エネルギーの導入目標が記載されていないため。
埼玉,ふじみ野市,"113,597",2020,0,2,5,4,5,5,6,7,5,6,4,47,「将来都市構造は、将来のまちづくりの骨格を示すもので、都市拠点、都市交通軸、水と緑のネットワークで構成されます。」(p.24)とし、中核拠点や地域拠点を位置づけているが、具体的な誘導区域図や人口密度等の数値目標はない。,「快適な市民生活のために、路線バス・市内循環ワゴンの利便性向上やお出かけサポートタクシーのサービス向上に努めます。」(p.45)と記述があるが、具体的な運行頻度等のサービス水準目標や新交通システムの検討に関する記載はない。,「だれもが安心して歩けるバリアフリーで回遊性の高い歩行者ネットワークの形成を図ります。」(p.36)、「「自転車ネットワーク計画」に即し、自転車通行空間の整備を進めます。」(p.36)と方針は示されているが、具体的なネットワーク計画図や健康指標との連動はない。,「高齢者をはじめだれもが安全・安心で歩いて暮らせるまちづくりを推進する。」(p.20)、「駅を中心に商業・業務・医療・福祉施設など多様な都市機能の集積を図る」(p.20)とあるが、高齢者の徒歩圏や子育て支援施設の具体的な配置基準についての明記はない。,「元福小学校周辺や福岡江川雨水幹線の谷田橋周辺、砂川堀雨水幹線などの水害対策として、新河岸川全体の早期改修を関係機関に要請する」(p.45)など具体的な防災対策は記述されているが、ハザードマップに基づく危険区域での開発抑制や移転促進までは言及していない。,「「ふじみ野市空家等対策計画」に即し、空き家の適切な管理と有効活用を促進します。」(p.42)、「生活道路対策エリアやゾーン30の区域指定と、指定に基づく安全対策を促進します。」(p.36)など、具体的な計画や制度に言及している。,「国道254号バイパスふじみ野地区、亀久保大野原地区は、産業育成と雇用創出のため、新たな産業機能の形成を進めます。」(p.34)と産業拠点を指定しているが、売上高等、具体的な経済指標の目標設定はない。,「公共施設等の長期的な保全や利活用に向けた総合的な施設管理の視点に配慮します。（都市施設の維持管理、集約化）」(p.32)、「市が所有する公共施設等は、「公共施設等総合管理計画」に基づき、計画的に施設改修や整備を進め、適正に維持管理を行い」(p.52)と方針を示しているが、具体的なコスト削減目標はない。,「公共交通の利用促進やみどりの創出などにより、低炭素社会の実現を図る。」(p.20)、「再生可能エネルギーの利用や省エネルギー化を推進します。」(p.56)との記述はあるが、具体的なCO2排出量削減目標やスマートシティに関する記載はない。
埼玉,白岡市,"52,214",2024,0,2,6,5,4,3,7,5,7,4,3,44,p.24「「白岡市立地適正化計画」に位置付けられた居住誘導区域への居住促進が必要となっています。」と記述があるが、本計画内での具体的な区域図や人口密度目標の記載はない。,p.46に「地域ニーズに応じた路線の運行や運行本数の確保・維持について、バス事業者に要請していきます。」「ＡＩ（人工知能）を活用したオンデマンド型交通、自動運転技術などの次世代の公共交通サービス等、新技術の導入や活用の可能性を検討します。」とあるが、具体的なサービス水準目標はない。,p.90に「白岡駅西口では、駅前広場を含む都市計画道路白岡駅西口線の整備に合わせて、ウォーカブルなまちづくりを進める」とあるが、市全体の具体的な歩行者・自転車ネットワーク計画や健康指標との連動に関する記述はない。,p.41に「医療・福祉・介護・子育て支援などの市民の生活を支える都市機能の充実やバリアフリー化の推進を図る」といった理念の記述はあるが、高齢者徒歩圏内や子育て支援施設の具体的な配置基準や計画は示されていない。,p.18に洪水浸水想定区域図が示されており、p.39で「市街化調整区域では、水害などの自然災害のリスクが増す中、...無秩序な市街地の拡大を抑制します。」と土地利用の方針が示されている。,p.24に「空き家のリノベーションや流通の促進を図り、既存ストックの有効活用を図っていく必要があります。」、p.52に「照明灯の設置や見通しの確保を図り、死角のないオープンな空間づくりに努めます。」とあるが、具体的な数値目標やゾーン30等の施策には言及がない。,p.32で「産業拠点」、p.41で「産業系土地利用誘導地」が具体的に位置付けられているが、売上高等の具体的な経済指標目標は設定されていない。,p.49に「将来的な人口減少を見据えて、公共施設の再編を検討し、最適で持続可能な公共施設の配置・有効活用に努めます。」とあるが、具体的なインフラ維持管理コストの削減目標や財政効果の試算はない。,p.12で「令和 32 年（2050 年）までに温室効果ガスの排出量実質ゼロを目指す「ゼロカーボンシティ」を実現する取組を推進していく」と言及しているが、本計画における具体的なCO2削減数値目標や再生可能エネルギー導入施策の記載はない。
埼玉,伊奈町,"44,841",2016,0,0,5,4,3,3,4,4,5,4,2,34,「ネットワーク型コンパクトシティ」の理念(p.22)のもと、「中心拠点」「生活拠点」等の拠点を設定(p.27)しているが、立地適正化計画における「居住誘導区域」のような明確な区域指定や人口密度等の数値目標はないため。,ニューシャトル駅周辺への拠点形成(p.27)やバス路線の利便性向上(p.36)に言及しているが、運行頻度等の具体的なサービス水準目標はなく、関係機関への「要望」に留まっているため。,"歩行者や自転車の安全な通行空間の整備(p.18, p.34)には言及しているが、具体的な歩行者・自転車ネットワーク計画図や、「歩いて暮らせるまち」の理念に基づく健康指標との連携についての記述がないため。",高齢者や子供への配慮(p.25)は述べられているものの、高齢者の徒歩圏内での施設配置基準や、子育て支援施設の具体的な配置計画に関する記述がないため。,建築物の不燃化・耐震化の促進(p.44)など一般的な防災方針は示されているが、ハザードマップ等と連携した具体的な危険区域の明示や、それに基づく土地利用規制への言及がないため。,防犯パトロール支援や防犯灯のLED化(p.44)など具体的な防犯対策の記述はあるが、空き家対策に関する記述がなく、交通安全対策も具体的な施策（ゾーン30等）に踏み込んでいないため。,「産業拠点」として小室第一地区(p.31)を指定し、商業施設を駅周辺へ誘導する方針(p.31)はあるが、売上高などの具体的な経済指標目標や、企業誘致の具体的な戦略が示されていないため。,コンパクト化による財政効果(p.22)や施設の長寿命化(p.18)に言及しているが、インフラ維持管理の具体的なコスト削減目標や、公共施設再編の具体的な計画が示されていないため。,街路灯のLED化(p.19)など個別の省エネ施策には言及があるが、都市全体のCO2排出量削減目標や再生可能エネルギー導入の具体的な計画がなく、自動車依存脱却に向けた数値目標もないため。
埼玉,三芳町,"38,434",2020,0,3,4,3,3,4,5,6,6,5,2,38,総合拠点、未来創造拠点等の位置づけはあるが、「居住誘導区域」等の明確な区域指定や数値目標はない。「集約型都市構造を実現するため、住宅地、商業地及び工業地などそれぞれの役割に応じた適正な土地利用を図ります。」という理念の記述に留まる.,「路線バスの機能強化」「新たな公共交通の構築」を掲げているが、具体的な路線計画や運行頻度等のサービス水準目標はなく、抽象的な方針に留まる.,「歩行者・自転車空間の整備」として道路後退の活用等に言及しているが、具体的なネットワーク計画図や健康指標と連動した目標はない.,「誰もが安全安心、快適に暮らせる都市づくり」の理念のもと、公共施設の機能充実や再編方針はあるが、高齢者徒歩圏内の施設配置基準や子育て施設の具体的な配置計画はない.,「防災情報を地震ハザードマップ等で示し、周知するための啓発活動に努めます。」とあるが、ハザードに基づく具体的な土地利用規制への言及はない。「防犯灯や防犯カメラの設置」等の防犯施策は記述されている.,空き家対策として「法令等に基づき適正管理を促すとともに、有効活用に向けた検討を進め」、防犯対策として「防犯灯や防犯カメラの設置」を進めるなど、具体的な取り組みが記述されている.,「商業交流拠点」「工業拠点」「産業拠点」としてエリアを指定し、将来土地利用構想図で図示しているが、売上高等の具体的な経済指標の目標設定はない.,「公共施設マネジメント計画」や「公共施設等長寿命化計画」に基づき、施設の複合化や効率的な整備を検討する方針が示されているが、インフラ維持管理コストの削減目標や財政効果に関する記述はない.,「環境に負荷の少ない循環型社会への転換に取り組んでいくことやコンパクトな都市づくりが求められています。」という理念はあるが、CO2排出量削減目標、再生可能エネルギー導入等の具体的な施策や目標はない.
埼玉,毛呂山町,"35,366",2017,0,2,8,4,3,6,5,7,6,5,1,45,立地適正化計画と一体で策定され、「居住誘導区域」「都市機能誘導区域」の区域が図示され、面積も明記されている。「鉄道周辺の既成市街地や目白台地区の新市街地については、…集約型のまちづくりを推進するため、『立地適正化計画』と調整を図り、居住を誘導すべき区域を位置づけます。」(p.35),町内循環バスの存在と利便性向上への言及はあるが、具体的な運行頻度等のサービス水準目標はない。「今後も、町内循環バスの利便性の向上に向けた改善などによる町民の移動手段の確保に努めます。」(p.45),バリアフリーやユニバーサルデザインへの言及はあるが、体系的な歩行者・自転車ネットワーク計画や健康指標との連動はない。「『埼玉県福祉のまちづくり条例』やバリアフリー新法などの基準により、快適な歩行者空間の確保に努めます。」(p.45),立地適正化計画の中で医療福祉拠点や都市機能誘導区域が設定されているが、高齢者の徒歩圏や施設の具体的な配置基準はない。「居住者の福祉や利便性の向上に向けた、戦略的に都市機能を誘導する『都市機能誘導区域』の検討」(p.76),地域防災計画に基づき避難所や緊急輸送道路が図示されているが、危険区域での具体的な土地利用規制の記述はない。「災害時における緊急輸送道路については、『毛呂山町地域防災計画』に基づき指定された路線を位置づけ、各防災活動拠点の機能が有効に発揮できるよう、緊急輸送道路で連結しネットワーク化を図ります。」(p.62),空き家対策として空き家バンク制度の創設など具体的な手法が示されている。「空き家が適切に活用できるよう、空き家の実態調査の結果に基づき、実効性のある施策を検討します。また、空き家バンク制度の創設や情報提供・相談窓口の設置を図ります。」(p.60),企業誘致を目的とした「活性化エリア」が設定されているが、具体的な経済指標の目標はない。「町全体の活性化を目指し、『第五次毛呂山町総合振興計画』にも位置づけられている、企業誘致促進に向けた『活性化エリア』を、主要県道、幹線町道周辺に設定します。」(p.37),公共施設等総合管理計画やPFI活用の検討に言及しているが、具体的なコスト削減目標はない。「『公共施設等総合管理計画』及び『公共施設長寿命化計画』の策定を推進し、町民の利用実態に即した、公共施設の計画的な改修・整備と施設の維持に努めます。」(p.54),地球温暖化への言及はあるが、森林保全の文脈に留まり、具体的なCO2排出量削減目標や再生可能エネルギー導入施策の記載はない。「西部地域の山地・丘陵地は、…地球温暖化やオゾン層の破壊などの地球規模での環境問題へ対応するうえでも積極的に保全を図ります。」(p.56)
埼玉,越生町,"11,029",2022,0,0,3,4,5,4,5,5,6,2,2,36,「「越生町立地適正化計画」に基づき居住機能や都市機能の誘導を図り、...コンパクトなまちづくりを目指します。」(p.90)と立地適正化計画への言及はあるが、本計画内での居住誘導区域や都市機能誘導区域の具体的な図示や人口密度等の数値目標は示されていない。,「東武越生線は、...今後も運行本数の増便や乗り換え時間の短縮等に向け、沿線市町と連携して鉄道事業者に要望します。」(p.60)とあるが、具体的なサービス水準目標や新交通システムの検討、公共交通沿線への居住誘導策は示されていない。,「地域住民や学校施設を含む公共施設、観光施設に連絡する道路は、「人に優しい道」として、歩車分離や歩道の段差解消、...整備に努めます。」(p.61)と理念は示されているが、町全体の具体的な歩行者・自転車ネットワーク計画図や健康指標との連動は見られない。,「保健・医療・福祉拠点」として役場や保健センター等を位置づけ連携に努める(p.53、p.97)としているが、高齢者の徒歩圏や子育て施設の具体的な配置基準・計画は示されていない。,「自然災害の種類(地震、風水害等)に応じて利用する避難場所や避難路が確保できるよう適切な避難場所の設定と情報提供を行います。」(p.70)とあるが、ハザードマップと連動した危険区域での開発抑制など、具体的な土地利用規制への言及はない。,防犯については「防犯灯の設置推進等により、安全な住環境の整備を図ります。」(p.70)とあり、住工混在の解消にも言及(p.91)があるが、空き家対策に関する具体的な目標や制度の記述は乏しい。,「産業集積拠点」として「既存の成瀬地区を中心とした工業地域や新たな産業誘導を目指す成瀬地区、大谷地区の一部を産業集積拠点として位置づけ」(p.53)と具体的なエリアを指定し、企業誘致の方針を掲げているが、商業機能の誘導や経済指標の目標設定は明確ではない。,住民意向調査で公共施設の「廃止・統合」への支持が高い(p.45)ことは示されているが、具体的なインフラ維持管理コスト削減目標や、財政効果の試算、公共施設再編計画に関する記述は見られない。,上位計画の理念(p.52)や個別施設での太陽光発電設置実績(p.13)はあるが、町全体の具体的なCO2排出量削減目標や再生可能エネルギー導入計画、スマートシティ構想に関する記述はない。
埼玉,滑川町,"19,732",2021,1,2,5,4,4,6,4,5,8,7,3,46,P.38の土地利用構想図でエリアごとの方向性を示しているが、都市再生特別措置法に基づく「居住誘導区域」等の明確な指定や人口密度目標はないため。,P.129で「北部地区と南部地区とを結ぶ新交通の導入促進に向けて、引き続き検討を続けていく必要があります。」と新交通の検討に言及しているが、具体的なサービス水準目標は示されていないため。,P.139で「おでかけマップやサイクリングマップ等の作成を行います。」と散策路整備に言及しているが、「歩いて暮らせるまち」の理念や具体的なネットワーク計画は示されていないため。,P.58で学童保育所の具体的な配置課題に言及し、P.73で「地域包括ケアシステムの段階的な構築を目指し」と高齢者福祉との連携を掲げているため。,P.118、P.123で防災訓練や防犯灯設置といった一般的な施策に言及しているが、ハザードマップに基づく土地利用規制など、まちづくりと連動した具体的な施策に乏しいため。,P.138で「空き家実態調査」、P.123で「交通安全教育」「防犯活動の推進」に言及しているが、具体的な数値目標やゾーン30のような施策に欠けるため。,"P.36で「産業振興エリア」を指定し、P.150の目標指標で「店舗の増加 5件/年」「従業者1人当たり出荷額 3,500百万円」など具体的な経済指標の目標値を設定しているため。",P.178で「公共施設等総合管理計画（アセットマネジメント）と連動し」と記述し、P.174で「実質公債費比率 11.0%以下」などの財政指標目標を設定しているため。,P.127で「太陽光発電システム等の再生可能エネルギー設備の町民への普及・啓発を図ります。」とあるものの、具体的なCO2排出量削減目標や自動車依存からの脱却に関する記述がないため。
埼玉,嵐山町,"17,889",2021,0,3,4,3,3,4,6,5,6,7,3,41,将来都市構造として都市拠点やゾーンの考え方は示されているが、立地適正化計画に定められる「居住誘導区域」等の明確なエリア指定や人口密度等の数値目標はなく、「立地適正化計画の策定を検討していきます。」(p.69)と将来の検討事項となっているため。,鉄道や路線バスの維持・強化を促進する方針として「路線の維持や輸送力の強化等を促進します。」(p.35)とあるが、具体的な路線網の計画、運行頻度等のサービス水準目標がないため。,「健康増進のためのウォーキング・ジョギング・サイクリング・ハイキング等ができる環境の充実を図ります。」(p.43)とあるが、「歩いて暮らせる」という理念や具体的な歩行者・自転車ネットワーク計画、健康指標との連動が示されていないため。,「子育て拠点」(p.26)の指定や、「日常生活に必要な生活サービス施設の維持を目指します。」(p.22)との方針はあるが、高齢者の徒歩圏といった具体的な空間計画や施設配置基準が明記されていないため。,ハザードマップ(p.40)を掲載し、「土砂災害や浸水の危険度が高いと想定される地域は、危険の周知・警戒、避難体制の整備と宅地化の抑制を図ります。」(p.39)と明記されているが、移転促進までは言及していないため。,「官民連携による空き家・空き店舗・空き地の活用や流通を支援し、居住環境としての持続性を図ります。」(p.38)とあるが、具体的な数値目標や「ゾーン30」といった具体的な交通安全施策の記述はないため。,「産業結節拠点」(p.26)や「土地利用活性エリア」(p.32)を指定し産業誘導の方向性は明確だが、売上高や雇用者数といった具体的な経済指標の目標が設定されていないため。,「嵐山町公共施設等総合管理計画に基づき、長寿命化と安全対策・総量資産の適正化・既存施設の有効活用を推進」(p.39)し、「PPPやPFIの手法による民間活力の導入を図りながら、既存施設の有効活用を目指します。」(p.22)とあり、課題認識が明確なため。,「太陽光発電システム等の再生可能エネルギーの導入を推進します。」(p.43)とあるが、具体的なCO2削減の数値目標やスマートシティ構想に関する記述がないため。
埼玉,小川町,"28,524",2016,0,2,5,4,3,3,8,6,4,4,2,39,「小川町駅周辺中心拠点」や「地域拠点」を設定し機能集積を目指す方針や、「都市的な利用を優先していくゾーン」等が図示されているが、「居住誘導区域」の明確な指定や人口密度等の数値目標はない。,「公共交通軸」を位置づけ、沿線への生活サービス機能の立地誘導を図る方針が示されているが、運行頻度等の具体的なサービス水準目標や新交通システムの検討に関する記述はない。,「遊歩道等をまちづくりの拠点と結び、街なかを結ぶ散策やサイクリングが楽しめる道づくりを目指します。」との記述はあるが、体系的な歩行者・自転車ネットワーク計画や健康指標との具体的な連動はない。,医療・商業・福祉等の施設の立地誘導を目指す方針は示されているが、高齢者の徒歩圏や子育て支援施設の具体的な配置基準についての記述はない。,「土砂災害危険箇所等の防災上の危険性があるエリア...では、安全性の高い街なかへの居住を誘導するなど、長期的視点のもと土地利用の面からも安全性の高いまちづくりを目指します。」と、危険区域からの居住誘導に明確に言及している。,空き家対策として「空き家バンク設置など活用しやすい施策を推進します。」「管理不全の不良空き家...には所有者に管理を促し、指導助言を行います。」など、活用・管理の両面から具体的な方針が示されている。,「工業・流通系土地利用検討地」や「沿道系土地利用検討地」が土地利用方針図で示され、企業誘致の方針も記述されているが、売上高等の具体的な経済指標の目標設定はない。,公共施設等総合管理計画との連携や「選択と集中」の考え方に基づく効率的な事業推進が謳われているが、具体的なインフラコスト削減目標や施設再編計画は示されていない。,「公共交通の充実による自家用車利用の抑制や、太陽光等再生可能エネルギーの積極的な活用」といった方針は示されているが、CO2排出量の具体的な削減目標や再生可能エネルギーの導入目標値はない。
埼玉,川島町,"19,378",2022,0,2,5,4,4,4,6,5,7,6,3,44,「コンパクト・プラス・ネットワーク」の理念を掲げ、将来都市構造として拠点・ゾーンを図示しているが、都市再生特別措置法に基づく居住誘導区域等の具体的な区域指定や人口密度等の数値目標はないため。,路線バスやデマンド交通の維持・継続、自動運転技術の調査・研究に言及しているが、具体的な運行頻度等のサービス水準目標や公共交通沿線への居住誘導策との連携が不明確なため。,「歩いて暮らせるまちづくり」や「安全で歩きやすい道路空間の形成」という方針は示されているが、具体的な歩行者・自転車ネットワーク計画や健康指標との連動に関する記述はないため。,高齢者や子育て世代への配慮、バリアフリー化やユニバーサルデザインの推進という理念は示されているが、高齢者の徒歩圏や子育て施設の配置基準など具体的な計画がないため。,ハザードマップに基づき町全域の浸水リスクを明記し「町外避難を原則」とするなどリスク認識は高いが、危険区域における具体的な開発抑制や移転促進といった土地利用規制への言及はないため。,空き家問題をデータやアンケートに基づき課題として認識し、対策の方向性を示しているが、具体的な削減目標や制度設計には踏み込んでおらず、交通安全対策の記述も限定的なため。,川島IC周辺を産業拠点として明確に位置づけ、特に南側地区を「インター周辺（重点）開発地域」として産業系の土地利用を推進する方針が具体的であるが、経済指標に関する数値目標はないため。,「川島町公共施設等総合管理計画」と連携し、施設の統廃合・再配置や機能集約の方針を明記しているが、インフラ維持管理コストの具体的な削減目標額や財政効果の試算はないため。,再生可能エネルギーの利用に言及しているが、町全体のCO2排出量の具体的な削減目標や、自動車依存脱却に向けた具体的な施策に関する記述がないため。
埼玉,吉見町,"18,192",2021,0,0,4,4,4,5,6,5,6,3,3,40,将来都市構造として「拠点」「軸」「ゾーン」を設定しているが、法定の誘導区域の指定や人口密度の数値目標はない。「将来都市構造を構成する要素には「拠点」「軸」「ゾーン」の３つがあり、本町での対象は以下に示すとおりです。」(p.47)。,路線バスやデマンド交通の維持・継続、新しいモビリティサービスの検討に言及しているが、具体的な運行頻度等のサービス水準目標はない。「路線バスは、町民の通勤・通学、日常生活における鉄道までの移動手段として重要な役割を果たしていることから、利便性向上及び路線の維持・整備を関係機関に要請します。」(p.60)。,歩行空間の確保や自転車道線の活用・整備に言及しているが、町全体のネットワーク計画や健康指標との連動に関する記述はない。「すべての人が安全で快適に歩ける歩行空間の形成を図ります。」(p.58)。,「健康・福祉拠点」を位置づけ、施設間の連携によるサービス充実を目指しているが、高齢者徒歩圏などの具体的な基準や計画的な施設配置の考え方に乏しい。「町民の健康や福祉の維持に寄与する施設が集積した健康・福祉機能の高い拠点の形成を目指します。」(p.48)。,洪水や土砂災害のハザードを認識し、指定緊急避難場所を明示しているが、危険区域における具体的な土地利用規制や開発抑制には踏み込んでいない。「本町は荒川と市野川に囲まれているため、これらが氾濫した場合、丘陵部を除く大部分が浸水し、水深は深いところでは５ｍ～10ｍに達することが想定されています。」(p.38)。,空き家の現状分析と活用方針、防犯灯のLED化など個別施策は示されているが、空き家対策の数値目標や交通安全の具体的計画はない。「西団地での空家等が多くみられ、174 戸と、空家等全体の約半数を占めています」(p.42)、「通勤・通学時の事故や犯罪を抑制するため、防犯灯の LED 化等の歩行者空間の環境整備を行います。」(p.66)。,商業・業務地や工業・産業団地の誘導・形成エリアを明示し企業誘致の方針も示しているが、売上高等の具体的な経済指標の目標設定がない。「主要地方道東松山鴻巣線沿道の大和田地区については、企業誘致による地域の活性化、雇用の創出を図るため、魅力ある工業・産業団地の形成を目指します。」(p.60)。,公共施設等総合管理計画との連携に言及しているが、本計画内でのインフラ維持管理コストの削減目標や具体的な公共施設再編計画は示されていない。「地域におけるインフラについては、吉見町公共施設等総合管理計画にもとづく、計画的な維持管理を推進するとともに、個別施設計画の策定を検討します。」(p.78)。,低炭素まちづくりの理念や公共交通利用促進等の施策は列挙されているが、CO2排出量の具体的な削減目標が設定されていない。「自然と調和した持続可能なまちづくりを実現するために、低炭素まちづくりが必要です。」(p.48)。
埼玉,鳩山町,"13,560",2023,0,3,4,3,4,5,5,5,4,4,3,37,p.46に「行政拠点」「都市拠点」等の拠点設定、p.51に「都市的エリア」等の7つのエリア区分が示されているが、法定の居住誘導区域・都市機能誘導区域の指定や、区域ごとの人口密度等の数値目標がないため。,p.63に「町民ニーズにきめ細かく対応する移動手段として、デマンドタクシーを確保します」とあるが、具体的な運行頻度等のサービス水準目標や、公共交通沿線への居住誘導策が示されていないため。,p.64に「歩行者や自転車が安全に通行するための環境整備に努めます」とあるが、具体的な歩行者・自転車ネットワーク計画図や、健康寿命等の健康指標と連動した目標がないため。,p.78に「『地域包括ケアセンター』を活用し、在宅福祉と健康増進に関する各種施策を推進します」とあり、p.25-26に施設立地状況図が示されているが、高齢者等の徒歩圏を考慮した具体的な施設配置基準が示されていないため。,p.29に洪水浸水想定区域・土砂災害警戒区域等が図示されているが、これらの危険区域における開発抑制や移転促進といった、土地利用規制に関する具体的な方針が示されていないため。,p.57に「空き家等についても、『鳩山町空家等対策計画』に即し、空き家等の適切な管理と有効活用を促進し、移住推進に努めます」とあるが、交通安全（ゾーン30等）や防犯に関する具体的な施策が不足しているため。,p.46に「産業拠点」、p.54に「産業誘導エリア」が設定され、p.129に「埼玉県産業立地促進補助金」の活用が示されているが、地域経済に関する具体的な数値目標が設定されていないため。,p.130に「『鳩山町公共施設等総合管理計画』を定めています」と既存計画への言及はあるものの、本プラン内でインフラ維持管理コスト削減の数値目標やコンパクト化による財政効果が具体的に示されていないため。,p.36で国の「2050年カーボンニュートラル」に言及し、p.73で「太陽光発電や省エネ設備の導入」を促進する方針が示されているが、町独自のCO2排出量削減目標や再生可能エネルギー導入目標が設定されていないため。
埼玉,ときがわ町,"10,540",2022,1,3,2,4,3,4,4,5,6,6,3,37,「都市計画法、農業振興地域の整備に関する法律、森林法及び自然公園法などの関係法令の適切な運用の もと、地域の特性を生かした秩序ある土地利用を進めるとともに、ときがわ町の特殊な発動のため必要な土地の確保などにも必要となってきます。」(p.88) とあるが、「居住誘導区域」等の具体的な指定や人口密度目標はない.,"路線バスと乗合タクシーの利用者数の数値目標（路線バス利用者数 116,000人、乗合タクシー利用者数 13,500人）は設定されているが、運行頻度等のサービス水準目標や公共交通沿線への居住誘導に関する具体的な計画はない。(p.89)",健康寿命の目標値（男性20.69年、女性18.62年）が設定され、「「歩く」ことなどをテーマとした健康増進を総合的に推進します。」(p.94)とあるが、具体的な歩行者・自転車ネットワーク計画は示されていない.,"子育て支援や高齢者福祉に関する各種事業（保育サービス提供、介護予防事業等）は計画されているが、高齢者の徒歩圏内や子育て世代の居住地を考慮した施設の計画的な「配置」に関する具体的な記述はない。(p.58, p.98)",「ときがわ町地域防災計画に基づき防災体制を充実させ、災害に強く、安全に暮らせるまちづくりを推進します。」(p.81) とあるが、ハザードマップに基づく危険区域での具体的な土地利用規制や開発抑制、移転促進に関する記述はない.,空き家対策として情報集約や新規掘り起こしが挙げられ(p.61)、防犯対策として「自主防犯活動従事者数」の数値目標（810人）が設定されている(p.82)が、交通安全対策（ゾーン30等）の具体的な計画は示されていない.,"観光、商工業、農林業の各分野で具体的な経済指標の目標値（例：年間観光消費額1,300百万円）(p.67)が設定され、企業誘致の施策も明記されているが、商業・業務機能の具体的な誘導エリアの指定はない.",「公共施設等総合管理計画に基づき、公共施設などの更新、統廃合、長寿命化などを推進します。」(p.109)と明記され、財政指標として「将来負担比率」の目標値（20.0%）(p.110)も設定されているが、インフラ維持管理コストの具体的な削減目標はない.,再生可能エネルギー導入として「太陽光発電システム設置件数」の数値目標（131件）(p.84)が設定されているが、自治体全体のCO2排出量削減目標や、自動車依存からの脱却に向けた具体的な施策は示されていない.
